,Customer_ID,Gender,Region,Subscription_Plan,Payment_Method,Age,Days_Since_Last_Login,Customer_Service_Calls,Monthly_Spend,Churn
5036,15037,Female,East,Pro,PayPal,52.0,110,1.0,18.21,1
5037,15038,Unknown,East,Basic,,18.0,91,,62.67,0
5038,15039,Female,West,Plus,Credit Card,33.0,75,,175.58,1
5039,15040,Unknown,North,Basic,E-Wallet,29.0,39,1.0,11.31,1
5040,15041,Female,South,Basic,Credit Card,43.0,133,,22.16,1
5041,15042,Female,North,Pro,Crypto,,87,,,1
5042,15043,Male,East,Pro,PayPal,16.0,170,,124.35,1
5043,15044,Female,South,Basic,PayPal,46.0,144,4.0,64.48,1
5044,15045,Female,East,Basic,,38.0,169,,77.1,1
5045,15046,Female,East,Plus,Credit Card,23.0,146,1.0,131.17,1
5046,15047,Female,North,Basic,E-Wallet,30.0,110,3.0,26.64,1
5047,15048,Female,West,Basic,Credit Card,21.0,54,2.0,79.72,1
5048,15049,Male,East,Pro,E-Wallet,32.0,91,2.0,85.63,1
5049,15050,Female,North,Plus,E-Wallet,,156,,,1
5050,15051,Male,South,Basic,PayPal,30.0,112,2.0,19.83,1
5051,15052,Non-Binary,West,Pro,Credit Card,29.0,7,4.0,138.45,1
5052,15053,Male,East,Pro,PayPal,17.0,7,1.0,63.11,0
5053,15054,Male,East,Basic,E-Wallet,37.0,68,1.0,,0
5054,15055,Female,South,Pro,PayPal,14.0,42,3.0,102.6,1
5055,15056,Female,North,Plus,PayPal,34.0,97,,159.06,1
5056,15057,Female,East,Basic,E-Wallet,16.0,49,2.0,,1
5057,15058,Male,South,Basic,Crypto,34.0,3,4.0,,1
5058,15059,Female,East,Plus,Crypto,33.0,107,2.0,193.47,1
5059,15060,Male,North,Pro,Credit Card,,35,,,1
5060,15061,Unknown,West,Basic,PayPal,,132,,,0
5061,15062,Unknown,North,Pro,Credit Card,44.0,18,2.0,64.12,0
5062,15063,Female,North,Pro,PayPal,17.0,169,4.0,67.4,1
5063,15064,Male,North,Pro,Credit Card,,109,,,1
5064,15065,Female,South,Plus,Credit Card,,142,,,0
5065,15066,Male,East,Basic,,35.0,13,4.0,106.95,0
5066,15067,Female,West,Basic,Crypto,25.0,47,3.0,92.51,1
5067,15068,Male,South,Pro,Crypto,33.0,71,1.0,105.61,1
5068,15069,Unknown,North,Basic,Crypto,30.0,103,1.0,,1
5069,15070,Male,West,Pro,E-Wallet,22.0,74,5.0,86.72,1
5070,15071,Female,North,Basic,Crypto,,107,,,1
5071,15072,Female,North,Basic,E-Wallet,39.0,109,1.0,57.18,1
5072,15073,Female,North,Basic,PayPal,20.0,81,4.0,0.89,1
5073,15074,Male,West,Pro,E-Wallet,,62,,,1
5074,15075,Unknown,East,Pro,Credit Card,28.0,54,3.0,46.15,1
5075,15076,Female,North,Basic,Credit Card,17.0,31,1.0,83.25,0
5076,15077,Female,East,Basic,PayPal,19.0,163,,26.52,0
5077,15078,Male,West,Basic,PayPal,21.0,108,3.0,98.28,1
5078,15079,Female,West,Pro,Credit Card,33.0,84,,98.75,1
5079,15080,Female,North,Basic,Crypto,29.0,111,,98.58,0
5080,15081,Male,East,Pro,Crypto,24.0,105,3.0,120.14,0
5081,15082,Male,East,Pro,Crypto,30.0,56,4.0,114.96,0
5082,15083,Non-Binary,North,Basic,PayPal,41.0,43,3.0,,1
5083,15084,Male,South,Pro,Credit Card,37.0,161,1.0,25.3,1
5084,15085,Male,South,Basic,E-Wallet,,178,,,1
5085,15086,Female,West,Pro,,31.0,91,1.0,85.8,1
5086,15087,Female,West,Basic,Credit Card,50.0,137,1.0,3.68,1
5087,15088,Male,South,Basic,Crypto,37.0,111,2.0,54.16,1
5088,15089,Female,South,Pro,Crypto,29.0,139,,115.92,0
5089,15090,Male,South,Basic,Crypto,34.0,168,1.0,26.61,1
5090,15091,Male,North,Pro,Credit Card,21.0,130,2.0,24.05,1
5091,15092,Male,North,Pro,Crypto,30.0,64,3.0,144.69,1
5092,15093,Non-Binary,North,Pro,Credit Card,38.0,100,1.0,37.93,1
5093,15094,Male,North,Basic,PayPal,40.0,39,2.0,74.53,0
5094,15095,Male,North,Pro,E-Wallet,29.0,101,2.0,151.29,0
5095,15096,Female,North,Pro,Crypto,61.0,29,2.0,84.14,1
5096,15097,Non-Binary,West,Basic,PayPal,,104,,,1
5097,15098,Male,East,Pro,PayPal,17.0,42,1.0,69.22,0
5098,15099,Female,West,Plus,Credit Card,46.0,90,2.0,277.22,0
5099,15100,Male,East,Basic,PayPal,40.0,29,1.0,53.01,0
5100,15101,Female,West,Plus,Credit Card,,40,,,0
5101,15102,Female,West,Basic,Credit Card,29.0,43,,19.73,1
5102,15103,Female,North,Basic,PayPal,37.0,36,,31.95,1
5103,15104,Male,North,Basic,Credit Card,50.0,116,1.0,25.73,1
5104,15105,Male,East,Pro,Credit Card,36.0,133,1.0,71.56,1
5105,15106,Male,East,Basic,Credit Card,19.0,82,4.0,63.52,1
5106,15107,Male,North,Plus,PayPal,,123,,,0
5107,15108,Male,West,Plus,E-Wallet,37.0,164,,117.07,0
5108,15109,Female,East,Pro,,24.0,0,,154.89,1
5109,15110,Unknown,South,Basic,Crypto,33.0,9,,92.64,1
5110,15111,Unknown,South,Plus,PayPal,25.0,25,5.0,166.48,1
5111,15112,Non-Binary,South,Plus,PayPal,25.0,144,1.0,255.45,1
5112,15113,Female,East,Basic,Credit Card,26.0,63,2.0,,1
5113,15114,Female,North,Pro,PayPal,,154,,,1
5114,15115,Male,North,Pro,Crypto,41.0,67,,144.64,1
5115,15116,Female,North,Pro,E-Wallet,39.0,17,2.0,80.9,0
5116,15117,Female,East,Basic,PayPal,21.0,82,2.0,,1
5117,15118,Female,East,Basic,PayPal,23.0,109,2.0,37.08,1
5118,15119,Female,South,Basic,PayPal,37.0,177,1.0,65.5,1
5119,15120,Male,East,Basic,,44.0,89,5.0,34.85,1
5120,15121,Male,South,Pro,Crypto,44.0,19,,,0
5121,15122,Unknown,South,Plus,E-Wallet,23.0,120,,182.52,1
5122,15123,Male,North,Plus,Crypto,43.0,61,3.0,83.17,1
5123,15124,Female,East,Pro,Crypto,16.0,74,2.0,69.67,0
5124,15125,Unknown,North,Pro,PayPal,31.0,24,1.0,102.45,1
5125,15126,Female,North,Basic,,38.0,123,5.0,15.01,1
5126,15127,Female,East,Pro,Crypto,13.0,82,1.0,50.16,1
5127,15128,Male,East,Basic,E-Wallet,,95,,,1
5128,15129,Male,West,Basic,Credit Card,47.0,64,2.0,101.16,0
5129,15130,Non-Binary,South,Pro,,,66,,,1
5130,15131,Female,West,Basic,Credit Card,24.0,57,3.0,54.4,1
5131,15132,Female,South,Basic,E-Wallet,33.0,39,1.0,33.69,0
5132,15133,Male,South,Plus,PayPal,41.0,174,4.0,183.43,1
5133,15134,Male,South,Basic,Credit Card,22.0,99,4.0,,1
5134,15135,Unknown,North,Basic,PayPal,32.0,170,3.0,,1
5135,15136,Male,North,Basic,Credit Card,43.0,135,2.0,38.01,1
5136,15137,Female,East,Basic,Crypto,19.0,102,4.0,44.97,1
5137,15138,Male,South,Basic,PayPal,37.0,61,6.0,66.56,1
5138,15139,Female,South,Pro,E-Wallet,16.0,161,1.0,36.56,1
5139,15140,Unknown,South,Basic,PayPal,,7,,,1
5140,15141,Female,North,Plus,E-Wallet,28.0,24,4.0,180.19,1
5141,15142,Male,East,Basic,Credit Card,39.0,153,2.0,,1
5142,15143,Female,North,Basic,Credit Card,26.0,168,1.0,,1
5143,15144,Female,West,Pro,E-Wallet,35.0,79,1.0,59.82,1
5144,15145,Female,West,Pro,Credit Card,27.0,71,,,0
5145,15146,Non-Binary,West,Pro,,28.0,62,2.0,115.31,1
5146,15147,Female,East,Plus,Credit Card,46.0,74,1.0,189.13,0
5147,15148,Non-Binary,West,Basic,E-Wallet,22.0,6,2.0,86.55,1
5148,15149,Female,East,Basic,E-Wallet,41.0,97,1.0,63.45,1
5149,15150,Male,North,Plus,,33.0,84,5.0,245.03,1
5150,15151,Male,North,Basic,E-Wallet,,68,,,1
5151,15152,Male,East,Basic,Credit Card,21.0,49,2.0,79.88,0
5152,15153,Unknown,North,Basic,E-Wallet,22.0,170,5.0,,1
5153,15154,Female,North,Pro,Credit Card,26.0,121,2.0,106.02,1
5154,15155,Female,East,Basic,Credit Card,32.0,16,,33.88,0
5155,15156,Male,West,Basic,Crypto,,148,,,1
5156,15157,Male,East,Basic,Credit Card,,5,,,0
5157,15158,Female,South,Pro,E-Wallet,31.0,108,2.0,82.34,1
5158,15159,Female,North,Basic,E-Wallet,33.0,74,,42.93,1
5159,15160,Male,East,Basic,E-Wallet,38.0,81,1.0,23.59,1
5160,15161,Female,North,Pro,Credit Card,40.0,37,1.0,,1
5161,15162,Male,West,Plus,E-Wallet,20.0,62,2.0,109.16,1
5162,15163,Male,North,Pro,PayPal,31.0,127,2.0,99.33,1
5163,15164,Female,East,Pro,PayPal,46.0,139,,99.54,0
5164,15165,Male,West,Basic,E-Wallet,20.0,149,1.0,23.58,1
5165,15166,Unknown,West,Basic,Credit Card,34.0,2,4.0,50.72,0
5166,15167,Male,West,Basic,E-Wallet,32.0,146,1.0,,1
5167,15168,Male,South,Plus,PayPal,28.0,170,1.0,157.06,1
5168,15169,Male,East,Basic,Credit Card,49.0,86,3.0,14.01,1
5169,15170,Female,East,Plus,E-Wallet,34.0,120,,191.69,1
5170,15171,Female,West,Plus,Credit Card,49.0,132,3.0,181.66,1
5171,15172,Female,North,Basic,E-Wallet,34.0,28,4.0,49.05,1
5172,15173,Male,West,Basic,,38.0,97,3.0,57.72,1
5173,15174,Male,South,Basic,Credit Card,28.0,107,1.0,,1
5174,15175,Female,West,Basic,PayPal,28.0,132,3.0,45.97,1
5175,15176,Non-Binary,East,Basic,PayPal,38.0,172,2.0,82.77,1
5176,15177,Non-Binary,West,Plus,PayPal,38.0,151,3.0,166.95,1
5177,15178,Male,North,Basic,PayPal,39.0,102,3.0,26.14,1
5178,15179,Female,East,Basic,E-Wallet,37.0,148,1.0,30.3,1
5179,15180,Unknown,North,Basic,E-Wallet,20.0,31,2.0,23.99,1
5180,15181,Male,West,Plus,Credit Card,25.0,132,1.0,165.09,1
5181,15182,Non-Binary,East,Pro,Crypto,42.0,145,2.0,70.03,1
5182,15183,Male,South,Plus,Crypto,14.0,34,,239.08,1
5183,15184,Unknown,East,Plus,Credit Card,36.0,101,1.0,157.12,1
5184,15185,Female,North,Basic,PayPal,32.0,79,1.0,62.49,1
5185,15186,Unknown,East,Basic,Crypto,42.0,98,3.0,23.8,1
5186,15187,Female,South,Basic,Crypto,38.0,87,1.0,26.3,1
5187,15188,Male,South,Basic,Credit Card,27.0,132,3.0,60.82,1
5188,15189,Unknown,South,Pro,PayPal,26.0,8,3.0,96.2,1
5189,15190,Male,South,Basic,E-Wallet,28.0,131,3.0,32.39,1
5190,15191,Male,North,Basic,E-Wallet,39.0,32,2.0,20.28,1
5191,15192,Female,East,Pro,Crypto,10.0,90,1.0,93.55,0
5192,15193,Female,West,Pro,E-Wallet,35.0,149,1.0,89.79,1
5193,15194,Unknown,South,Pro,Credit Card,25.0,10,6.0,55.39,1
5194,15195,Male,West,Basic,Crypto,35.0,68,1.0,48.88,1
5195,15196,Female,West,Plus,,37.0,137,1.0,185.15,1
5196,15197,Female,East,Pro,PayPal,,130,,,0
5197,15198,Male,West,Basic,E-Wallet,31.0,142,3.0,46.34,1
5198,15199,Male,West,Pro,PayPal,35.0,122,,81.56,1
5199,15200,Male,North,Plus,Crypto,,109,,,1
5200,15201,Male,West,Basic,E-Wallet,32.0,164,1.0,9.51,1
5201,15202,Unknown,East,Basic,PayPal,21.0,167,1.0,47.44,1
5202,15203,Female,West,Basic,E-Wallet,23.0,16,,1.77,1
5203,15204,Female,East,Basic,Crypto,20.0,147,1.0,,1
5204,15205,Unknown,South,Plus,Crypto,39.0,131,2.0,196.27,1
5205,15206,Male,West,Basic,Crypto,,161,,,1
5206,15207,Non-Binary,West,Pro,Credit Card,33.0,94,4.0,78.43,1
5207,15208,Female,West,Pro,PayPal,16.0,161,1.0,63.93,1
5208,15209,Non-Binary,South,Pro,PayPal,33.0,66,1.0,,1
5209,15210,Male,North,Basic,Crypto,40.0,27,5.0,28.25,1
5210,15211,Unknown,West,Basic,PayPal,15.0,104,1.0,,1
5211,15212,Male,East,Basic,,28.0,115,1.0,74.15,1
5212,15213,Male,North,Basic,PayPal,18.0,163,,,1
5213,15214,Female,North,Basic,E-Wallet,29.0,162,2.0,,1
5214,15215,Male,North,Plus,PayPal,24.0,168,1.0,199.34,0
5215,15216,Female,West,Basic,Crypto,37.0,58,3.0,39.44,0
5216,15217,Female,South,Pro,PayPal,35.0,73,,55.1,1
5217,15218,Female,South,Basic,E-Wallet,46.0,144,2.0,,1
5218,15219,Male,West,Pro,E-Wallet,33.0,29,4.0,84.76,1
5219,15220,Male,East,Plus,E-Wallet,37.0,51,2.0,171.04,0
5220,15221,Male,East,Basic,Crypto,28.0,150,4.0,69.46,1
5221,15222,Female,East,Plus,Credit Card,22.0,18,2.0,183.61,0
5222,15223,Male,West,Pro,Crypto,42.0,36,2.0,70.44,1
5223,15224,Male,South,Plus,E-Wallet,46.0,106,2.0,159.68,1
5224,15225,Male,West,Pro,PayPal,41.0,35,1.0,105.25,1
5225,15226,Male,South,Basic,E-Wallet,35.0,67,1.0,90.82,1
5226,15227,Female,North,Basic,Credit Card,24.0,153,4.0,39.33,1
5227,15228,Non-Binary,West,Basic,Credit Card,,103,,,1
5228,15229,Male,South,Pro,E-Wallet,39.0,120,,65.37,1
5229,15230,Female,North,Plus,,54.0,154,2.0,155.49,1
5230,15231,Female,North,Pro,Credit Card,22.0,179,4.0,99.48,1
5231,15232,Female,West,Basic,E-Wallet,42.0,43,2.0,31.5,1
5232,15233,Female,South,Plus,Crypto,39.0,32,3.0,161.14,1
5233,15234,Female,North,Pro,PayPal,30.0,109,2.0,33.19,1
5234,15235,Female,West,Basic,Crypto,,89,,,1
5235,15236,Male,North,Basic,Credit Card,38.0,62,2.0,81.35,1
5236,15237,Female,East,Basic,,24.0,71,3.0,85.29,1
5237,15238,Female,West,Plus,Crypto,32.0,79,,212.58,0
5238,15239,Male,North,Plus,PayPal,24.0,33,1.0,110.14,0
5239,15240,Male,West,Basic,E-Wallet,,110,,,1
5240,15241,Unknown,West,Basic,Crypto,41.0,26,6.0,62.67,1
5241,15242,Female,South,Pro,PayPal,43.0,163,3.0,166.4,1
5242,15243,Female,South,Plus,Credit Card,36.0,131,3.0,177.08,1
5243,15244,Unknown,North,Pro,E-Wallet,26.0,105,2.0,98.59,1
5244,15245,Female,West,Pro,Credit Card,37.0,52,2.0,,1
5245,15246,Female,West,Basic,E-Wallet,41.0,36,1.0,119.93,1
5246,15247,Female,East,Pro,Crypto,14.0,99,,78.21,1
5247,15248,Non-Binary,West,Basic,Crypto,35.0,78,,75.16,1
5248,15249,Female,South,Plus,E-Wallet,32.0,177,2.0,145.32,1
5249,15250,Female,West,Basic,Credit Card,43.0,112,2.0,29.31,1
5250,15251,Male,South,Plus,Credit Card,37.0,69,3.0,155.11,0
5251,15252,Unknown,East,Basic,Credit Card,38.0,153,,0.27,1
5252,15253,Female,North,Plus,Crypto,29.0,89,3.0,202.14,1
5253,15254,Male,South,Basic,E-Wallet,34.0,119,,,1
5254,15255,Non-Binary,North,Basic,E-Wallet,,24,,,0
5255,15256,Female,North,Pro,Credit Card,33.0,160,1.0,95.31,1
5256,15257,Male,North,Basic,Crypto,,164,,,1
5257,15258,Female,North,Plus,E-Wallet,18.0,165,3.0,111.4,1
5258,15259,Female,South,Pro,E-Wallet,,26,,,0
5259,15260,Non-Binary,East,Pro,Credit Card,13.0,12,2.0,134.4,1
5260,15261,Male,West,Plus,,28.0,150,4.0,201.61,1
5261,15262,Non-Binary,South,Plus,E-Wallet,,86,,,0
5262,15263,Female,East,Pro,Crypto,41.0,98,3.0,123.03,1
5263,15264,Male,West,Plus,PayPal,24.0,87,1.0,170.95,0
5264,15265,Unknown,North,Basic,E-Wallet,37.0,164,1.0,46.4,1
5265,15266,Female,West,Basic,E-Wallet,48.0,139,,27.49,1
5266,15267,Male,West,Pro,Crypto,27.0,53,3.0,80.13,1
5267,15268,Female,East,Basic,E-Wallet,,19,,,1
5268,15269,Non-Binary,West,Basic,,36.0,145,1.0,,1
5269,15270,Male,North,Basic,Crypto,22.0,6,3.0,113.65,1
5270,15271,Male,South,Basic,PayPal,25.0,89,2.0,3.6,1
5271,15272,Male,South,Plus,PayPal,43.0,93,2.0,131.44,1
5272,15273,Male,East,Pro,E-Wallet,52.0,129,2.0,135.04,1
5273,15274,Female,North,Plus,PayPal,23.0,53,1.0,262.3,0
5274,15275,Female,North,Pro,E-Wallet,26.0,7,4.0,136.95,0
5275,15276,Male,West,Basic,E-Wallet,29.0,160,4.0,52.6,1
5276,15277,Male,East,Basic,Crypto,28.0,173,1.0,,1
5277,15278,Male,North,Basic,Crypto,53.0,169,1.0,91.45,1
5278,15279,Unknown,North,Plus,Crypto,28.0,118,2.0,165.27,1
5279,15280,Male,North,Basic,E-Wallet,30.0,127,1.0,,1
5280,15281,Unknown,South,Basic,PayPal,50.0,62,3.0,18.27,1
5281,15282,Female,South,Plus,PayPal,,116,,,1
5282,15283,Male,South,Pro,Crypto,43.0,108,2.0,55.59,1
5283,15284,Non-Binary,West,Basic,Crypto,24.0,87,2.0,64.56,1
5284,15285,Female,West,Basic,E-Wallet,28.0,160,2.0,,1
5285,15286,Female,West,Plus,Credit Card,23.0,68,2.0,128.9,1
5286,15287,Unknown,North,Plus,Credit Card,42.0,123,3.0,192.9,1
5287,15288,Male,South,Basic,E-Wallet,46.0,3,2.0,4.7,1
5288,15289,Male,North,Basic,,28.0,105,2.0,63.04,1
5289,15290,Female,North,Plus,Credit Card,30.0,106,2.0,,1
5290,15291,Male,East,Pro,Credit Card,30.0,156,1.0,68.1,1
5291,15292,Male,North,Plus,Crypto,18.0,20,3.0,193.43,0
5292,15293,Male,West,Pro,PayPal,27.0,153,3.0,,1
5293,15294,Male,South,Plus,PayPal,41.0,85,,208.6,1
5294,15295,Female,South,Basic,Crypto,25.0,40,4.0,26.91,1
5295,15296,Male,North,Basic,Crypto,34.0,77,2.0,73.4,1
5296,15297,Female,West,Pro,Crypto,20.0,161,1.0,86.75,1
5297,15298,Female,West,Pro,Credit Card,32.0,171,2.0,129.35,1
5298,15299,Female,West,Plus,E-Wallet,28.0,128,2.0,199.31,1
5299,15300,Male,South,Basic,E-Wallet,21.0,159,2.0,124.35,1
5300,15301,Female,West,Plus,Credit Card,41.0,159,,193.15,1
5301,15302,Male,West,Basic,Credit Card,42.0,50,3.0,10.75,1
5302,15303,Female,North,Pro,Crypto,24.0,117,2.0,97.45,1
5303,15304,Non-Binary,East,Basic,Crypto,31.0,23,2.0,0.64,0
5304,15305,Female,West,Pro,PayPal,34.0,171,,48.86,1
5305,15306,Female,North,Pro,Crypto,15.0,75,2.0,79.98,1
5306,15307,Female,North,Basic,,20.0,83,2.0,36.52,1
5307,15308,Male,West,Basic,PayPal,46.0,36,3.0,15.57,0
5308,15309,Non-Binary,East,Pro,Crypto,23.0,83,1.0,19.83,1
5309,15310,Non-Binary,South,Plus,PayPal,46.0,65,2.0,103.4,0
5310,15311,Male,East,Basic,PayPal,20.0,13,4.0,48.89,1
5311,15312,Female,West,Basic,Crypto,40.0,144,2.0,,1
5312,15313,Unknown,East,Basic,E-Wallet,30.0,87,1.0,58.96,1
5313,15314,Unknown,North,Plus,Credit Card,,14,,,1
5314,15315,Female,North,Basic,Credit Card,52.0,60,,13.04,1
5315,15316,Female,East,Basic,PayPal,21.0,176,3.0,19.38,1
5316,15317,Male,South,Pro,E-Wallet,39.0,97,1.0,,1
5317,15318,Unknown,East,Pro,,39.0,116,1.0,73.99,1
5318,15319,Male,West,Basic,Crypto,67.0,135,2.0,,1
5319,15320,Female,South,Plus,Crypto,23.0,2,2.0,146.65,0
5320,15321,Male,East,Pro,Credit Card,27.0,74,,72.15,1
5321,15322,Male,East,Pro,Crypto,42.0,154,,113.56,1
5322,15323,Female,South,Basic,Crypto,31.0,136,,,0
5323,15324,Unknown,East,Plus,PayPal,29.0,14,1.0,196.07,0
5324,15325,Male,West,Basic,E-Wallet,,31,,,1
5325,15326,Female,North,Basic,E-Wallet,31.0,10,1.0,,1
5326,15327,Male,West,Basic,Crypto,25.0,130,2.0,71.7,0
5327,15328,Male,East,Pro,Crypto,41.0,25,1.0,,0
5328,15329,Female,North,Pro,Crypto,37.0,6,2.0,,0
5329,15330,Female,South,Pro,Credit Card,30.0,91,3.0,30.5,1
5330,15331,Male,West,Basic,Credit Card,30.0,38,1.0,81.76,0
5331,15332,Male,South,Pro,PayPal,24.0,3,1.0,103.85,1
5332,15333,Male,North,Pro,Credit Card,41.0,29,1.0,73.42,0
5333,15334,Male,East,Basic,,30.0,165,2.0,62.15,1
5334,15335,Unknown,North,Plus,Credit Card,26.0,50,1.0,158.55,1
5335,15336,Unknown,North,Basic,,21.0,35,5.0,122.73,1
5336,15337,Male,South,Pro,Credit Card,37.0,94,,132.31,1
5337,15338,Female,West,Basic,Credit Card,28.0,112,3.0,90.69,1
5338,15339,Unknown,North,Pro,PayPal,13.0,116,1.0,42.26,1
5339,15340,Male,East,Plus,Crypto,21.0,59,4.0,240.64,0
5340,15341,Non-Binary,North,Plus,Crypto,31.0,50,4.0,,1
5341,15342,Unknown,South,Basic,Crypto,31.0,176,5.0,,1
5342,15343,Male,West,Basic,PayPal,31.0,14,3.0,11.61,1
5343,15344,Male,East,Basic,E-Wallet,30.0,90,2.0,69.44,1
5344,15345,Unknown,South,Plus,Credit Card,19.0,123,2.0,153.09,1
5345,15346,Female,North,Pro,PayPal,,83,,,1
5346,15347,Male,North,Basic,E-Wallet,45.0,155,2.0,,1
5347,15348,Male,West,Basic,PayPal,44.0,152,2.0,35.3,1
5348,15349,Female,South,Plus,PayPal,39.0,163,2.0,178.34,1
5349,15350,Female,South,Pro,E-Wallet,38.0,3,2.0,,1
5350,15351,Female,West,Basic,Crypto,43.0,20,,25.69,1
5351,15352,Unknown,East,Basic,Credit Card,22.0,90,1.0,31.13,1
5352,15353,Male,South,Basic,Crypto,34.0,68,2.0,30.09,1
5353,15354,Female,West,Pro,PayPal,22.0,137,3.0,137.97,1
5354,15355,Female,South,Plus,E-Wallet,22.0,49,3.0,205.89,1
5355,15356,Female,West,Plus,PayPal,37.0,9,,215.39,0
5356,15357,Male,North,Basic,Crypto,43.0,89,3.0,14.79,1
5357,15358,Unknown,North,Plus,Crypto,32.0,143,2.0,109.84,1
5358,15359,Non-Binary,South,Basic,Crypto,50.0,165,,6.69,1
5359,15360,Female,South,Basic,Credit Card,36.0,66,3.0,9.33,1
5360,15361,Female,North,Plus,Crypto,26.0,19,1.0,104.18,1
5361,15362,Male,East,Basic,,23.0,110,1.0,40.74,0
5362,15363,Female,West,Basic,Credit Card,44.0,68,1.0,50.54,1
5363,15364,Female,East,Plus,,35.0,24,1.0,111.53,1
5364,15365,Female,East,Basic,E-Wallet,40.0,88,2.0,,1
5365,15366,Unknown,East,Pro,PayPal,7.0,53,2.0,67.89,1
5366,15367,Female,North,Plus,PayPal,36.0,11,1.0,210.75,0
5367,15368,Male,South,Pro,Credit Card,28.0,64,2.0,10.63,1
5368,15369,Female,East,Basic,Credit Card,20.0,66,6.0,64.56,1
5369,15370,Male,North,Basic,Credit Card,33.0,148,,38.57,1
5370,15371,Male,West,Basic,PayPal,44.0,132,1.0,,1
5371,15372,Male,South,Basic,Credit Card,56.0,78,,9.21,0
5372,15373,Female,West,Pro,E-Wallet,36.0,131,2.0,57.67,1
5373,15374,Female,East,Basic,E-Wallet,26.0,18,2.0,53.77,1
5374,15375,Female,South,Basic,Credit Card,26.0,80,2.0,7.29,1
5375,15376,Female,East,Pro,PayPal,43.0,54,2.0,66.8,0
5376,15377,Female,South,Pro,Crypto,24.0,60,,49.82,1
5377,15378,Male,East,Plus,PayPal,40.0,100,5.0,189.98,1
5378,15379,Non-Binary,West,Basic,Crypto,36.0,151,1.0,,1
5379,15380,Male,West,Plus,Crypto,35.0,146,5.0,139.09,1
5380,15381,Male,East,Pro,Credit Card,18.0,23,4.0,59.97,1
5381,15382,Female,South,Basic,E-Wallet,,53,,,1
5382,15383,Male,West,Basic,Credit Card,19.0,148,,,0
5383,15384,Male,South,Basic,Crypto,28.0,80,2.0,,0
5384,15385,Female,South,Pro,Credit Card,43.0,18,2.0,64.18,1
5385,15386,Female,West,Basic,Crypto,46.0,177,3.0,,1
5386,15387,Female,North,Plus,Credit Card,36.0,150,4.0,156.36,1
5387,15388,Unknown,North,Pro,E-Wallet,28.0,36,1.0,101.97,1
5388,15389,Female,South,Plus,E-Wallet,49.0,27,1.0,134.36,1
5389,15390,Non-Binary,West,Basic,PayPal,28.0,79,2.0,,1
5390,15391,Male,North,Basic,,22.0,70,,,1
5391,15392,Female,East,Basic,Crypto,40.0,148,1.0,28.37,0
5392,15393,Non-Binary,South,Basic,,38.0,20,5.0,,1
5393,15394,Female,North,Plus,,28.0,168,,142.55,1
5394,15395,Female,West,Basic,E-Wallet,35.0,34,3.0,,1
5395,15396,Male,West,Basic,Credit Card,38.0,109,1.0,2.93,1
5396,15397,Male,South,Basic,PayPal,36.0,0,5.0,17.63,1
5397,15398,Female,West,Basic,E-Wallet,38.0,91,3.0,35.6,1
5398,15399,Male,East,Plus,Credit Card,28.0,90,2.0,125.57,1
5399,15400,Non-Binary,East,Pro,E-Wallet,39.0,69,1.0,50.77,1
5400,15401,Male,North,Pro,Crypto,34.0,131,3.0,96.48,1
5401,15402,Unknown,West,Basic,PayPal,29.0,0,2.0,69.41,1
5402,15403,Unknown,East,Plus,E-Wallet,31.0,148,,89.36,1
5403,15404,Male,South,Pro,PayPal,33.0,98,5.0,73.48,1
5404,15405,Male,West,Basic,Credit Card,19.0,91,,32.63,1
5405,15406,Non-Binary,North,Basic,PayPal,27.0,81,2.0,,1
5406,15407,Unknown,South,Plus,Credit Card,34.0,115,2.0,173.57,0
5407,15408,Female,South,Pro,PayPal,20.0,124,2.0,,1
5408,15409,Male,South,Pro,Credit Card,27.0,51,1.0,90.71,1
5409,15410,Female,East,Basic,Credit Card,57.0,98,2.0,49.83,1
5410,15411,Female,South,Basic,Credit Card,22.0,52,,47.01,0
5411,15412,Male,East,Pro,E-Wallet,30.0,84,1.0,60.61,1
5412,15413,Female,South,Pro,Crypto,25.0,79,1.0,,0
5413,15414,Male,East,Pro,PayPal,32.0,55,,120.39,0
5414,15415,Male,West,Pro,Crypto,25.0,102,2.0,55.54,1
5415,15416,Male,East,Basic,Crypto,,86,,,1
5416,15417,Male,East,Pro,,,32,,,1
5417,15418,Male,West,Plus,Crypto,44.0,22,4.0,162.57,0
5418,15419,Female,South,Plus,PayPal,34.0,5,2.0,107.21,1
5419,15420,Male,West,Basic,PayPal,23.0,84,1.0,,1
5420,15421,Male,South,Basic,Crypto,42.0,174,1.0,43.62,1
5421,15422,Male,East,Plus,PayPal,24.0,4,2.0,147.77,1
5422,15423,Unknown,South,Pro,,18.0,76,2.0,150.15,0
5423,15424,Female,East,Pro,Credit Card,33.0,82,1.0,122.85,1
5424,15425,Female,South,Plus,,53.0,8,1.0,227.03,0
5425,15426,Female,East,Pro,E-Wallet,,2,,,0
5426,15427,Unknown,East,Pro,Crypto,20.0,45,3.0,48.13,0
5427,15428,Male,North,Basic,,41.0,38,2.0,,0
5428,15429,Female,South,Basic,Crypto,27.0,12,4.0,20.15,1
5429,15430,Female,South,Basic,PayPal,40.0,40,1.0,7.22,1
5430,15431,Female,North,Plus,Crypto,25.0,138,1.0,158.19,1
